"edge_id","country","source_actor_id","source_actor_name","source_role","target_actor_id","target_actor_name","target_role","mechanism_id","mechanism_name","mechanism_category","relationship_type","process_stage","edge_confidence","legal_anchor_type","anchor_strength","anchor_category","derivation_method","manual_review_required","notes"
"MEX-EDGE-0088","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0089","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","results_certification","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0090","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","registration","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0091","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","registration","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0092","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","registration","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0093","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0094","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","results_certification","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0095","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0096","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0097","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0098","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-006","popular_consultation","participation","oversees","registration","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0099","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0100","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0101","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-006","popular_consultation","participation","coordinates_with","results_certification","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0102","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-006","popular_consultation","participation","reviews","results_certification","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0103","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-006","popular_consultation","participation","reviews","registration","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0104","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","results_certification","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0105","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-006","popular_consultation","participation","coordinates_with","registration","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0106","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-006","popular_consultation","participation","mandates","registration","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0107","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","low","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0108","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0109","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-006","popular_consultation","participation","coordinates_with","registration","high","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0110","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-006","popular_consultation","participation","coordinates_with","electoral_dispute_resolution","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0111","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-006","popular_consultation","participation","oversees","registration","high","constitutional","5","constitutional","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0112","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-013","electoral_authority_internal_governance","governance","regulates","internal_governance","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0113","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-013","electoral_authority_internal_governance","governance","administers","internal_governance","low","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0114","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-013","electoral_authority_internal_governance","governance","reviews","internal_governance","high","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0115","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-013","electoral_authority_internal_governance","governance","oversees","internal_governance","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0116","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-013","electoral_authority_internal_governance","governance","mandates","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0117","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-MECH-013","electoral_authority_internal_governance","governance","supervises","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0118","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-013","electoral_authority_internal_governance","governance","oversees","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0119","Mexico","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-013","electoral_authority_internal_governance","governance","refers_to","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0120","Mexico","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-ACT-001","Instituto Nacional Electoral (INE)","orchestrator","MEX-MECH-013","electoral_authority_internal_governance","governance","reports_to","internal_governance","medium","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0121","Mexico","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-ACT-007","Ciudadanos / Ciudadanas","rights_holder","MEX-MECH-013","electoral_authority_internal_governance","governance","coordinates_with","internal_governance","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0122","Mexico","MEX-ACT-002","Tribunal Electoral del Poder Judicial de la Federación (TEPJF)","adjudicator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-013","electoral_authority_internal_governance","governance","reviews","internal_governance","high","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0123","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-013","electoral_authority_internal_governance","governance","coordinates_with","internal_governance","medium","electoral_administrative","2","administrative","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0124","Mexico","MEX-ACT-004","Congreso de la Unión — Cámara de Diputados","legislator","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-013","electoral_authority_internal_governance","governance","coordinates_with","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0125","Mexico","MEX-ACT-010","Organismos Públicos Locales (OPLEs)","subordinate","MEX-ACT-006","Partidos Políticos Nacionales","political_actor","MEX-MECH-013","electoral_authority_internal_governance","governance","coordinates_with","internal_governance","low","statutory","4","statutory","role_hierarchy_with_relationship_type_hint","false",""
